Year,Quarter,MeasurementVar,MeasurementLevel,MeasurementType,Geography,HouseholdType,Sex,Age,CharacteristicVar,Characteristic,Estimate,StandardError,UnweightedCount
2024,4,patt5,Person,Perception,England and Wales, ,Female,16-24,struct4,Lone parent,43.83753041,7.974958308,54
2024,4,patt5,Person,Perception,England and Wales, ,Female,16-24,struct4,No children,57.34791303,2.579494049,609
2024,4,patt5,Person,Perception,England and Wales, ,Female,16-24,tenharm,Owners,63.15725507,3.772490387,215
2024,4,patt5,Person,Perception,England and Wales, ,Female,16-24,tenharm,Private rented sector,58.76642853,3.158816628,430
2024,4,patt5,Person,Perception,England and Wales, ,Female,16-24,tenharm,Renters,55.85410404,2.710889112,614
2024,4,patt5,Person,Perception,England and Wales, ,Female,16-24,tenharm,Social rented sector,47.53034384,5.149211095,184
2024,4,patt5,Person,Perception,England and Wales, ,Female,16-24,Total,Total,57.76453537,2.166251748,857
2024,4,patt5,Person,Perception,England and Wales, ,Female,16-24,tothhin4,"10,400 -20,799",62.13750839,6.419530582,108
2024,4,patt5,Person,Perception,England and Wales, ,Female,16-24,tothhin4,"20,800 -31,199",48.19694658,6.415344767,104
2024,4,patt5,Person,Perception,England and Wales, ,Female,16-24,tothhin4,"31,200-41,599",64.34751474,6.745559892,72
2024,4,patt5,Person,Perception,England and Wales, ,Female,16-24,tothhin4,"41,600 -51,999",67.51996532,8.311661991,53
2024,4,patt5,Person,Perception,England and Wales, ,Female,16-24,tothhin4,"52,000 or more",62.65806163,4.048339157,157
2024,4,patt5,Person,Perception,England and Wales, ,Female,16-24,tothhin4,No income stated or not enough information provided,55.46529277,15.09699124,14
2024,4,patt5,Person,Perception,England and Wales, ,Female,16-24,tothhin4,"Up to 10,399",49.81618252,9.514732596,68
2024,4,patt5,Person,Perception,England and Wales, ,Female,16-24,weekday2,3-7 hours,64.66383269,3.471837834,300
2024,4,patt5,Person,Perception,England and Wales, ,Female,16-24,weekday2,7 plus hrs,52.05970232,3.30197794,369
2024,4,patt5,Person,Perception,England and Wales, ,Female,16-24,weekday2,Less than 3 hrs,58.56553611,4.909911092,185
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,accharm3,Detached house,59.60321818,1.020887923,3374
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,accharm3,Flats/maisonettes,56.89480027,1.352168863,2741
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,accharm3,House,57.79029471,0.579481437,13359
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,accharm3,Other accommodation,91.47804398,4.72196523,25
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,accharm3,Semi-detached house,57.71210457,0.941618987,4830
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,accharm3,Terraced house,56.45950741,1.003452601,5155
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,agegrp7,16-24,57.76453537,2.166251748,857
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,agegrp7,25-34,58.95309112,1.340837313,2373
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,agegrp7,35-44,59.12645064,1.207792607,2888
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,agegrp7,45-54,57.66992161,1.301261024,2389
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,agegrp7,55-64,55.63792702,1.222557283,2742
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,agegrp7,65-74,55.26198214,1.203767658,2495
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,agegrp7,75+,59.3477903,1.278601702,2424
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,clubno,1-3 times,55.50088607,3.023432863,502
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,clubno,4+ times,53.21298566,9.128301128,68
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,clubno,None,57.8046674,0.558710921,15593
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,depremp19,20% least deprived,59.5533476,1.352132162,2423
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,depremp19,20% most deprived,57.82566131,1.141811957,4046
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,depremp19,Deciles 3 - 8,56.85591531,0.727305907,8526
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,educatlvl,Apprenticeship or A/AS level,59.25960992,1.516333648,2018
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,educatlvl,Degree or diploma,57.78381792,0.765981052,7697
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,educatlvl,None,58.10838799,1.263448487,2789
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,educatlvl,O level/GCSE,55.59724039,1.29006121,2792
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,educatlvl,Other,59.25353947,2.539113399,734
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,gor,East Midlands,56.7012051,1.54430988,1518
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,gor,East of England,57.17926952,1.534734273,1763
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,gor,England,57.57741619,0.573605953,14995
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,gor,London,55.99771613,1.70291367,1989
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,gor,North East,58.44142297,2.707364946,914
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,gor,North West,62.50439589,1.478874939,2147
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,gor,South East,57.52968385,1.567870294,1889
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,gor,South West,58.26559342,1.627478851,1463
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,gor,Wales,59.62164728,1.854284927,1173
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,gor,West Midlands,52.74993274,1.810071546,1639
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,gor,Yorkshire and The Humber,58.93433852,1.661691956,1673
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,illONS,Disability/illness ONS,54.12794353,1.028703653,4125
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,incivgrp,High,56.98096469,2.239127523,992
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,incivgrp,Low,57.80144538,0.570724132,15135
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,livharm1a,Cohabiting,55.62255106,1.613945679,1366
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,livharm1a,Divorced/Legally dissolved partnership,55.65528182,1.549726709,1724
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,livharm1a,Living as a couple,58.36046645,0.679047844,7790
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,livharm1a,Married/civil partnered,58.93723817,0.728339205,6424
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,livharm1a,Not living as a couple,56.77335161,0.852610798,8263
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,livharm1a,Separated,60.79627145,3.005017205,435
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,livharm1a,Single,55.57817799,1.218903519,4104
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,livharm1a,Widowed,60.77092148,1.34766257,2000
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,nsethgrp,Asian/Asian British,61.22829217,1.978718386,1175
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,nsethgrp,Black/African/Caribbean/Black British,56.37874438,2.898007598,759
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,nsethgrp,Mixed/multiple ethnic groups,49.6310109,4.084611416,287
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,nsethgrp,Other ethnic group,61.04629287,4.270380983,231
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,nsethgrp,White,57.59293035,0.571603291,13670
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,oa_sup11,Constrained city dwellers,58.36323752,1.984178633,1432
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,oa_sup11,Cosmopolitans,58.71390685,2.767902346,658
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,oa_sup11,Ethnicity central,53.48479995,2.237874655,1068
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,oa_sup11,Hard-pressed living,58.91640544,1.137169711,3534
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,oa_sup11,Multicultural metropolitans,56.95683365,1.642310863,2201
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,oa_sup11,Rural residents,60.18790936,1.401083033,1786
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,oa_sup11,Suburbanites,59.00713219,1.143446989,2758
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,oa_sup11,Urbanites,55.10167307,1.227777607,2731
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,pub3,Less than once a week,58.82042673,0.962979047,4499
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,pub3,None,57.59349131,0.687258676,10114
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,pub3,Once a week or more often,55.39213128,1.740912168,1546
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,r10sec4a,Full-time students,59.21233057,2.822454525,492
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,r10sec4a,Intermediate occs,56.03083472,1.063472626,3782
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,r10sec4a,Managerial and professional occs,57.26758634,0.828179272,5840
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,r10sec4a,Never worked and long term unemployed,61.88889833,2.37760398,817
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,r10sec4a,Not classified,54.1392686,3.535482782,342
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,r10sec4a,Routine and manual occs,58.88523267,0.96938905,4895
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,remploy2a,Economically inactive,58.09750986,0.770222976,7239
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,remploy2a,Economically inactive: long-term/temp sick/ill,55.55134821,2.122939916,977
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,remploy2a,Economically inactive: looking after family/home,62.38267392,1.997390715,950
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,remploy2a,Economically inactive: other,58.99697039,4.14375382,254
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,remploy2a,Economically inactive: retired,57.18607811,0.913505737,4757
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,remploy2a,Economically inactive: student,60.21918173,3.789221973,301
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,remploy2a,Employed,57.69081546,0.708032321,8673
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,remploy2a,Unemployed,50.52845889,5.1570951,221
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,rural3,Rural,59.63784562,1.123533871,3055
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,rural3,Urban,57.22398856,0.629272601,13113
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,sex,Female,57.69347598,0.55128734,16168
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,struct4,Children,61.37187926,1.121774638,3157
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,struct4,Lone parent,55.5947207,1.682185037,1218
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,struct4,No children,56.57300417,0.636438003,11793
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,tenharm,Owners,57.62126971,0.649752708,9753
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,tenharm,Private rented sector,58.94537116,1.333442708,3048
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,tenharm,Renters,57.89405197,0.932820811,6256
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,tenharm,Social rented sector,56.49850173,1.279749418,3208
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,Total,Total,57.69347598,0.55128734,16168
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,tothhin4,"10,400 -20,799",56.90190155,1.30541345,2912
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,tothhin4,"20,800 -31,199",59.10533774,1.285064074,2605
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,tothhin4,"31,200-41,599",58.66370744,1.520597495,1691
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,tothhin4,"41,600 -51,999",58.25679912,1.669546003,1449
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,tothhin4,"52,000 or more",57.34965305,1.107032985,3059
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,tothhin4,No income stated or not enough information provided,54.86307536,4.825623177,189
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,tothhin4,"Up to 10,399",60.03631589,2.284196372,921
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,weekday2,3-7 hours,58.72214062,0.938985288,5007
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,weekday2,7 plus hrs,55.91936366,1.078318892,4199
2024,4,patt5,Person,Perception,England and Wales, ,Female,16+,weekday2,Less than 3 hrs,58.19061174,0.777913058,6892
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,accharm3,Detached house,64.83401127,3.946377951,207
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,accharm3,Flats/maisonettes,58.21542032,2.777614652,653
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,accharm3,House,59.1093031,1.49790141,1713
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,accharm3,Other accommodation,[x],[x],[x]
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,accharm3,Semi-detached house,63.68085574,2.514320437,617
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,accharm3,Terraced house,53.91322514,2.122664635,889
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,agegrp7,25-34,58.95309112,1.340837313,2373
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,clubno,1-3 times,46.39053818,5.179638399,172
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,clubno,4+ times,51.70751887,14.85741783,19
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,clubno,None,59.99735157,1.38174399,2181
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,depremp19,20% least deprived,65.7308732,3.518742181,276
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,depremp19,20% most deprived,56.44311557,2.431056086,706
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,depremp19,Deciles 3 - 8,58.53399606,1.857639575,1230
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,educatlvl,Apprenticeship or A/AS level,53.16731495,3.631225011,336
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,educatlvl,Degree or diploma,60.05949865,1.591087422,1489
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,educatlvl,None,56.84510392,5.42574225,173
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,educatlvl,O level/GCSE,57.46792823,3.884267791,280
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,educatlvl,Other,71.4229011,7.15191898,77
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,gor,East Midlands,57.87896886,4.089935147,201
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,gor,East of England,58.9060958,4.076506667,213
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,gor,England,59.25508453,1.385934174,2212
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,gor,London,54.81705535,3.405424338,398
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,gor,North East,68.38899423,6.229652615,141
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,gor,North West,60.819422,3.34794406,342
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,gor,South East,69.75392011,3.537823247,257
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,gor,South West,57.86910539,5.821566091,151
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,gor,Wales,53.38674308,4.818121907,161
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,gor,West Midlands,48.78695743,3.731673728,255
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,gor,Yorkshire and The Humber,61.95342116,3.606938213,254
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,illONS,Disability/illness ONS,44.55131984,3.494638034,365
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,incivgrp,High,59.71835605,4.396224267,196
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,incivgrp,Low,58.94400947,1.401981303,2171
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,livharm1a,Cohabiting,57.56549128,2.637690169,501
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,livharm1a,Divorced/Legally dissolved partnership,56.9726338,9.640822223,37
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,livharm1a,Living as a couple,61.45087044,1.717105187,1232
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,livharm1a,Married/civil partnered,64.0889514,2.186005316,731
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,livharm1a,Not living as a couple,55.19882257,2.09513023,1125
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,livharm1a,Separated,58.96626732,10.44901819,42
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,livharm1a,Single,54.99808882,2.163532591,1044
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,livharm1a,Widowed,[x],[x],[x]
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,nsethgrp,Asian/Asian British,65.87065581,3.627265324,280
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,nsethgrp,Black/African/Caribbean/Black British,56.54039841,6.030294075,160
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,nsethgrp,Mixed/multiple ethnic groups,38.40397031,6.441361448,86
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,nsethgrp,Other ethnic group,63.05882895,7.341437087,65
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,nsethgrp,White,58.61154169,1.475622825,1773
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,oa_sup11,Constrained city dwellers,56.57221208,4.310764424,221
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,oa_sup11,Cosmopolitans,66.75547621,4.682353254,182
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,oa_sup11,Ethnicity central,49.9427285,4.325840793,256
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,oa_sup11,Hard-pressed living,62.29087606,2.431659414,567
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,oa_sup11,Multicultural metropolitans,56.92412974,3.632053503,400
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,oa_sup11,Rural residents,65.27874207,4.533492253,150
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,oa_sup11,Suburbanites,60.1026286,4.022260235,233
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,oa_sup11,Urbanites,57.18145285,3.337615655,364
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,pub3,Less than once a week,59.51077129,2.229305676,782
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,pub3,None,61.28860725,1.726389778,1326
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,pub3,Once a week or more often,47.44515313,4.261422671,264
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,r10sec4a,Full-time students,57.35755489,6.992014596,86
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,r10sec4a,Intermediate occs,54.89558345,2.932234429,456
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,r10sec4a,Managerial and professional occs,60.74434965,1.957008062,989
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,r10sec4a,Never worked and long term unemployed,73.38309933,4.974476225,123
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,r10sec4a,Not classified,65.31868264,7.334665392,54
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,r10sec4a,Routine and manual occs,56.4961511,2.692697958,665
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,remploy2a,Economically inactive,59.57432778,2.945556611,485
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,remploy2a,Economically inactive: long-term/temp sick/ill,47.17613371,8.244715297,85
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,remploy2a,Economically inactive: looking after family/home,65.01882238,3.355679982,301
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,remploy2a,Economically inactive: other,63.96797376,8.386883725,46
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,remploy2a,Economically inactive: retired,[x],[x],[x]
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,remploy2a,Economically inactive: student,51.25792738,9.38134964,50
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,remploy2a,Employed,59.19623139,1.467631875,1830
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,remploy2a,Unemployed,48.75955471,11.21671773,52
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,rural3,Rural,62.62837359,3.577606007,289
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,rural3,Urban,58.41628034,1.45492559,2084
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,sex,Female,58.95309112,1.340837313,2373
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,struct4,Children,61.95548372,2.127226387,720
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,struct4,Lone parent,58.03649099,2.91071026,414
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,struct4,No children,57.36094129,1.857499603,1239
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,tenharm,Owners,58.42847449,2.054495341,896
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,tenharm,Private rented sector,59.48986906,2.089814862,959
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,tenharm,Renters,58.95620725,1.736294528,1450
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,tenharm,Social rented sector,57.54108289,2.935436417,491
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,Total,Total,58.95309112,1.340837313,2373
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,tothhin4,"10,400 -20,799",59.44531275,3.865218583,330
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,tothhin4,"20,800 -31,199",61.49005742,3.167418411,396
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,tothhin4,"31,200-41,599",56.43679048,3.621172452,284
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,tothhin4,"41,600 -51,999",59.9837352,3.546387325,292
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,tothhin4,"52,000 or more",61.29386156,2.418667401,572
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,tothhin4,No income stated or not enough information provided,59.36512497,12.75144224,19
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,tothhin4,"Up to 10,399",61.56129976,7.077556906,95
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,weekday2,3-7 hours,59.30697174,2.542394464,703
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,weekday2,7 plus hrs,58.34887356,2.106857059,939
2024,4,patt5,Person,Perception,England and Wales, ,Female,25-34,weekday2,Less than 3 hrs,59.50610044,2.248530785,721
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,accharm3,Detached house,58.9346911,2.82220367,422
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,accharm3,Flats/maisonettes,56.35611752,2.921829926,488
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,accharm3,House,59.52282384,1.301968017,2395
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,accharm3,Semi-detached house,59.57310203,2.098828515,906
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,accharm3,Terraced house,59.77609088,1.948813302,1067
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,agegrp7,35-44,59.12645064,1.207792607,2888
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,clubno,1-3 times,62.15903838,6.201239359,88
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,clubno,4+ times,76.83914534,8.927605306,11
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,clubno,None,58.92733962,1.229177791,2787
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,depremp19,20% least deprived,62.15048259,2.60906091,396
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,depremp19,20% most deprived,61.97719236,2.197662471,846
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,depremp19,Deciles 3 - 8,56.94403689,1.689525114,1457
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,educatlvl,Apprenticeship or A/AS level,62.90755859,3.224490406,365
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,educatlvl,Degree or diploma,59.38307633,1.455800536,1761
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,educatlvl,None,55.03221792,3.806217897,304
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,educatlvl,O level/GCSE,56.57880753,3.45492484,339
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,educatlvl,Other,60.59904273,6.20948599,98
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,gor,East Midlands,59.43952899,3.809325362,271
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,gor,East of England,58.42299593,3.491375272,310
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,gor,England,59.07744556,1.252474507,2699
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,gor,London,61.89743076,2.95856384,428
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,gor,North East,56.63079435,5.484971841,150
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,gor,North West,66.07398717,3.140890563,398
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,gor,South East,55.58382229,3.611458999,332
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,gor,South West,59.86454894,3.894633527,243
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,gor,Wales,59.98159331,4.350918823,189
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,gor,West Midlands,60.92864377,3.777805013,270
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,gor,Yorkshire and The Humber,49.25458497,4.105575473,297
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,illONS,Disability/illness ONS,49.84228604,2.880979493,450
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,incivgrp,High,55.91478545,4.375131989,227
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,incivgrp,Low,59.46590573,1.237465021,2652
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,livharm1a,Cohabiting,57.87394587,3.293329176,292
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,livharm1a,Divorced/Legally dissolved partnership,48.03027823,5.188545202,160
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,livharm1a,Living as a couple,60.50254847,1.433105982,1747
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,livharm1a,Married/civil partnered,61.00390198,1.558695564,1455
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,livharm1a,Not living as a couple,55.31609358,1.939120023,1120
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,livharm1a,Separated,63.54235396,5.50624245,112
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,livharm1a,Single,55.65293569,2.2607825,837
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,livharm1a,Widowed,68.14251135,16.92051478,11
